FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Atakan,Sahinkaya,Lawrenceville,IL,Lawrenceville High School,22,4,77,205,Troy Trojans,1,15,-1,-1,2,55,55,27,28,35,37,29,39,47,40,52,27,36,30,37,55,67,43,47,10,12,28,29,52,52,4,23,45,70,26,85,0,28,595,68,163,17,60,41,61,40,63,33,25,14,59,72,5
KJ,Simon,Eastchester,NY,Eastchester High School,21,3,75,190,Troy Trojans,1,2,0,-1,5,65,65,70,73,44,44,13,16,16,47,57,35,39,42,47,52,52,47,50,39,41,17,22,14,16,69,40,56,69,68,2,0,18,572,108,314,44,159,92,112,27,62,72,29,4,65,34,5
Jalen,Tuck,Bloomfield,IN,Eastern District High School,19,5,70,185,Troy Trojans,1,13,0,-1,5,43,50,11,14,24,25,0,0,0,48,58,33,53,34,39,80,88,29,36,35,43,32,43,74,86,37,21,37,69,89,35,0,28,517,54,154,33,99,30,41,32,77,28,18,2,35,52,5
Jordon,Varnado,Angola,IN,Angola High School,22,5,78,230,Troy Trojans,4,23,0,0,3,45,47,11,12,26,27,0,0,0,6,6,22,27,89,89,79,79,30,32,25,28,45,59,86,86,90,17,43,86,74,61,0,26,348,49,120,29,80,14,21,27,41,19,14,9,24,45,5
Eric,Walker,Pine Plains,NY,Stissing Mountain High School,21,5,76,190,Troy Trojans,1,21,-1,-1,5,51,52,6,8,27,27,7,9,9,14,23,30,34,29,35,27,41,79,93,19,21,35,50,78,78,92,22,27,91,30,34,0,28,348,37,65,0,0,12,27,39,45,14,6,24,13,55,5
Zay,Williams,Hazleton,PA,Hazleton Area High School,19,4,80,185,Troy Trojans,1,10,0,-1,3,25,37,22,35,28,31,0,0,0,31,49,14,21,38,55,64,76,82,92,16,26,12,18,24,28,53,13,26,90,61,76,0,26,316,31,68,0,0,15,23,23,45,19,18,22,10,51,5
Davion,Thomas,Colquitt,GA,Miller County High School,19,3,81,210,Tulane Green Wave,1,35,0,-1,3,28,36,44,56,29,39,44,53,44,41,47,36,49,58,69,23,40,6,7,29,40,23,34,23,38,28,90,51,49,21,4,0,26,246,22,68,16,51,11,16,14,19,22,16,0,19,26,3
Jordan,Cornish,Farmingdale,NJ,Howell High School,21,2,78,225,Tulane Green Wave,4,3,-1,-1,5,33,54,24,35,60,74,36,53,48,27,43,56,70,40,51,26,31,40,48,6,10,25,39,16,26,69,88,69,40,31,42,0,15,83,16,44,3,23,2,7,5,10,6,6,5,5,6,3
Connor,Crabtree,Kokomo,IN,Kokomo High School,23,2,78,190,Tulane Green Wave,1,5,-1,-1,5,24,33,49,50,35,35,54,64,52,53,58,30,33,33,35,44,53,33,36,14,18,18,22,27,36,30,66,87,46,61,23,0,10,52,4,12,4,11,2,2,4,6,2,0,0,2,5,3
Caleb,Daniels,Hamilton,NJ,Watson High School,21,1,76,205,Tulane Green Wave,2,10,0,-1,5,33,41,15,20,57,57,71,82,83,11,15,53,54,45,46,14,23,36,43,44,46,50,64,43,48,41,66,71,42,71,70,0,6,25,1,6,0,2,0,0,5,6,1,2,0,2,4,3
Bul,Ajang,Carbondale,IL,Carbondale High School,21,4,82,225,Tulane Green Wave,2,11,0,-1,3,30,40,29,33,28,28,30,39,44,43,50,21,29,40,53,14,22,28,42,46,48,67,72,25,35,45,50,76,49,66,54,0,3,11,2,5,0,3,0,0,2,0,1,0,0,0,3,3
Shakwon,Barrett,Paterson,NJ,John F. Kennedy High School,19,2,77,180,Tulane Green Wave,1,24,0,-1,5,21,31,32,48,31,44,36,43,39,29,46,20,34,10,14,37,48,15,22,42,48,26,40,13,19,74,46,50,48,91,18,0,28,854,138,311,71,165,35,47,13,63,27,12,4,25,48,3
Buay,Koka,Newark,NJ,Weequahic High School,22,3,84,200,Tulane Green Wave,1,13,-1,0,1,34,40,7,7,32,38,27,35,33,31,35,17,21,35,36,31,36,15,19,25,32,40,52,28,28,100,51,49,81,64,76,0,28,829,54,120,7,25,76,107,12,73,122,25,2,55,56,3
Blake,Paul,Indian Head,MD,Lackey High School,21,2,81,250,Tulane Green Wave,4,23,-1,-1,3,24,29,15,17,5,5,0,0,0,15,17,30,35,34,38,65,67,41,51,13,16,29,38,63,72,1,51,40,70,45,76,0,28,821,80,204,28,72,44,67,32,70,43,11,4,49,59,3
Samir,Sehic,Birmingham,AL,Wenonah High School,20,2,81,235,Tulane Green Wave,3,21,-1,-1,3,44,46,15,24,41,52,13,19,18,26,32,15,24,27,38,25,35,26,39,19,26,20,32,23,32,58,34,46,65,68,55,0,24,721,106,230,40,90,48,71,8,68,43,10,1,50,53,3
Moses,Wood,South Amboy,NJ,South Amboy High School,19,4,80,190,Tulane Green Wave,1,4,0,-1,2,30,46,25,34,24,33,0,0,0,32,54,16,23,41,50,28,44,58,76,37,50,11,14,18,29,55,31,22,75,26,21,0,28,575,61,159,33,90,18,32,7,63,40,27,2,40,51,3
Kevin,Zhang,Hodonin,Czech Republic,,21,3,81,215,Tulane Green Wave,1,12,0,-1,2,34,40,19,24,47,47,5,5,5,22,33,12,16,24,31,54,65,59,69,14,23,7,8,33,38,2,26,36,94,48,65,0,27,433,65,131,11,43,34,56,19,34,31,15,10,43,50,3
Cameron,Galic,Oberhausen,Germany,,20,1,78,205,Tulane Green Wave,2,32,-1,0,5,16,30,17,24,46,48,0,0,0,21,28,11,20,13,20,30,43,38,55,5,10,28,41,30,50,57,36,44,69,100,73,0,27,362,31,68,0,0,15,26,31,31,14,6,20,31,72,3
Grant,Quinn,Atlanta,GA,Grady High School,21,1,77,195,Tulsa Golden Hurricane,2,15,-1,0,5,22,28,61,71,56,57,33,39,37,43,43,31,49,37,57,24,31,10,17,35,42,33,49,21,37,75,72,53,43,58,13,0,26,282,29,70,0,0,10,21,23,55,3,8,26,20,46,1
Simon,Falokun,Millburn,NJ,Millburn Senior High School,22,1,80,240,Tulsa Golden Hurricane,2,44,-1,-1,3,47,48,51,56,88,88,47,49,53,76,78,100,100,14,20,8,8,58,74,67,71,54,54,71,73,77,80,42,37,71,60,0,13,265,57,95,0,1,13,41,30,39,3,5,18,15,33,1
Chris,Barnes,Canadian,TX,Canadian High School,22,1,76,200,Tulsa Golden Hurricane,2,5,0,-1,5,35,44,36,45,36,40,60,69,81,83,87,49,59,13,17,54,62,47,63,83,83,37,52,17,25,66,93,76,31,76,21,0,21,254,19,51,16,43,4,5,7,14,8,3,1,2,20,1
Peter,Hewitt,Dallas,TX,A. Maceo Smith High School,21,1,82,225,Tulsa Golden Hurricane,2,32,0,-1,3,36,49,84,96,62,62,60,83,78,50,55,29,40,42,57,26,27,51,65,39,51,64,68,22,29,9,90,90,38,76,43,0,20,254,27,45,2,2,10,15,17,39,10,5,2,11,22,1
Jeriah,Horne,Geraldton,Australia,,22,4,79,222,Tulsa Golden Hurricane,2,41,0,-1,3,52,57,83,84,64,64,47,54,63,77,77,84,85,36,40,78,79,27,28,51,55,25,26,25,35,13,68,71,55,34,50,0,27,903,167,415,60,183,95,118,14,58,42,31,0,62,52,1
Martins,Igbanu,Sebring,FL,Sebring High School,19,1,80,235,Tulsa Golden Hurricane,3,1,0,-1,3,34,48,40,56,55,59,65,75,82,33,41,34,39,25,33,21,33,36,45,24,39,41,47,17,28,24,95,86,43,38,50,0,28,798,59,162,17,61,65,98,18,74,113,31,1,79,68,1
Darien,Jackson,Meriden,CT,Orville H. Platt High School,21,2,74,189,Tulsa Golden Hurricane,2,11,0,-1,5,37,53,54,63,30,31,61,65,52,45,59,24,33,56,75,38,48,23,28,37,49,46,62,10,11,61,45,45,54,35,1,0,28,745,94,229,36,112,28,36,20,40,43,24,2,49,72,1
DaQuan,Jeffries,New Port Richey,FL,James W. Mitchell High School,20,3,77,230,Tulsa Golden Hurricane,4,2,-1,-1,2,24,32,33,59,45,61,18,34,34,48,48,4,8,4,7,23,34,23,31,14,18,22,42,8,12,26,96,43,35,29,41,0,27,622,71,187,29,86,42,57,38,72,41,23,0,33,59,2
Elijah,Joiner,Tombstone,AZ,Tombstone High School,20,1,75,200,Tulsa Golden Hurricane,2,3,0,-1,5,21,28,25,29,43,45,49,66,68,42,42,17,26,24,31,10,16,13,18,56,86,37,51,19,25,88,86,81,32,63,17,0,27,512,59,150,0,2,49,74,57,62,5,20,13,32,63,2
Lawson,Korita,Sarasota,FL,Booker High School,20,1,77,205,Tulsa Golden Hurricane,3,5,-1,-1,5,18,31,30,56,51,57,29,40,42,41,41,9,17,31,55,8,11,15,21,5,8,9,16,12,20,52,86,65,37,84,86,0,28,468,46,91,0,0,21,39,55,68,5,14,14,24,96,2
Zeke,Moore,Corona,CA,Centennial High School,22,3,79,210,Tulsa Golden Hurricane,2,23,0,-1,5,23,26,74,84,80,81,49,56,63,35,45,15,19,18,20,17,22,25,28,24,31,46,46,7,7,59,77,95,43,69,16,0,28,436,39,117,23,64,24,40,11,12,40,13,0,40,46,2
Curran,Scott,Kissimmee,FL,Gateway High School,19,3,76,208,Tulsa Golden Hurricane,3,10,0,-1,5,12,21,26,40,80,89,51,83,80,12,15,12,16,25,32,30,39,12,16,27,40,12,19,25,34,55,76,77,33,55,36,0,15,335,51,135,0,0,34,55,70,74,3,8,14,19,39,2
Sterling,Taplin,St. Petersburg,FL,St. Petersburg High School,23,1,73,195,Tulsa Golden Hurricane,4,4,-1,-1,5,30,37,24,30,83,83,31,40,34,18,25,26,26,57,64,31,41,9,10,14,15,4,4,31,34,29,67,97,38,94,42,0,28,323,50,86,0,0,27,37,35,52,1,6,13,26,70,2
Lindsay,Deline,Wyndham,Australia,,21,2,71,189,Tulsa Golden Hurricane,4,14,0,-1,5,27,31,36,40,31,31,25,31,35,11,17,5,5,6,6,5,6,8,9,11,15,33,39,20,25,7,72,44,59,40,33,0,22,231,25,55,6,15,10,14,19,37,4,7,4,7,44,2
Alex,Foree,Thurmont,MD,Catoctin High School,18,2,77,214,UAB Blazers,4,34,0,-1,3,9,16,14,23,50,62,19,28,30,21,27,6,10,24,41,10,16,18,27,59,73,7,11,22,39,65,66,44,50,52,51,0,24,228,12,42,0,12,3,5,19,32,4,4,9,14,31,2
Zack,Bryant,Jackson,MS,Wingfield High School,19,3,74,183,UAB Blazers,2,1,0,0,5,9,14,20,29,47,61,21,31,25,5,5,12,17,20,31,32,44,4,4,11,19,47,51,21,26,81,64,73,52,50,40,0,8,93,2,14,0,11,1,4,3,6,2,0,4,6,6,2
Will,Butler,Lake Butler,FL,Union County High School,22,2,80,255,UAB Blazers,3,12,0,0,3,34,45,5,5,30,38,0,0,0,23,31,9,11,30,38,57,57,12,16,61,64,8,8,40,45,95,26,45,69,82,77,0,28,876,138,319,15,53,94,148,24,112,114,27,11,73,51,2
Wil,Bathurst,Palm Beach Gardens,FL,William T. Dwyer High School,21,5,75,188,UAB Blazers,4,25,-1,-1,5,22,38,21,33,23,31,18,31,37,27,35,27,37,17,19,10,13,6,7,10,13,20,30,22,26,32,33,36,58,21,36,0,28,766,124,249,0,0,101,169,79,180,44,21,24,85,77,2
Jeremiah,Bell,Monroe,GA,George Walton Academy,20,2,73,180,UAB Blazers,3,2,0,-1,5,54,60,16,21,41,42,0,0,0,26,32,11,16,39,51,35,49,25,31,7,7,25,40,6,7,98,45,35,58,99,78,0,25,700,55,159,41,111,30,41,8,49,44,30,2,21,43,2
Nolan,Bertain,New Port Richey,FL,Gulf High School,21,1,76,188,UAB Blazers,2,32,0,-1,5,42,53,19,23,7,7,8,8,9,8,11,12,13,28,31,28,28,27,30,27,31,5,5,26,28,59,32,32,76,45,63,0,28,610,91,203,45,116,48,68,47,85,12,16,18,29,58,2
Makhtar,Gueye,Schwalenberg,Germany,,22,5,82,200,UAB Blazers,2,5,-1,-1,3,20,26,7,7,29,29,0,0,0,9,11,22,25,28,28,19,25,43,50,21,30,10,14,15,19,66,27,43,79,49,33,0,27,600,64,182,41,128,37,52,19,67,28,26,6,37,51,2
Luis,Hurtado,Newton Centre,MA,Newton South High School,20,3,78,210,UAB Blazers,1,10,0,-1,5,12,14,6,6,9,9,20,29,25,24,35,13,14,49,49,24,27,30,40,18,26,34,40,45,51,37,35,31,89,58,40,0,28,595,45,104,0,3,46,77,10,57,93,28,5,54,58,2
Tavin,Lovan,Cudachar,Russia,,21,1,76,196,UAB Blazers,1,3,-1,-1,5,46,57,50,57,30,30,74,81,93,88,91,76,85,29,42,22,33,56,73,59,69,29,35,16,25,62,82,48,43,79,89,0,28,485,64,155,26,84,10,19,27,41,9,8,8,14,48,2
Anderson,McCoy,Milesovka,Czech Republic,,21,3,71,171,UAB Blazers,3,4,0,-1,5,39,44,66,76,63,71,55,57,60,47,53,93,95,8,9,42,61,17,21,61,69,38,49,9,9,24,89,78,38,77,21,0,27,415,35,79,0,4,27,42,39,45,22,12,8,30,45,2
Tamell,Pearson,Bedford,NY,Fox Lane High School,22,3,82,212,UAB Blazers,1,11,-1,-1,3,47,60,54,72,72,75,43,49,57,73,78,71,81,60,66,38,49,14,21,66,82,39,43,9,9,68,79,79,44,73,64,0,21,296,21,51,1,3,14,20,24,28,20,11,15,14,33,2
Jalen,Perry,MacClesfield,UK,,21,4,75,197,UAB Blazers,4,21,0,-1,5,76,77,43,49,43,43,41,47,54,29,29,57,72,30,30,53,62,8,8,71,73,77,82,21,23,68,67,78,57,57,41,0,19,98,11,24,0,0,11,15,9,9,1,2,14,5,22,2
Tyreek,Scott-Grayson,Coloma,MI,Coloma High School,19,3,77,170,UAB Blazers,2,0,0,-1,5,49,67,38,51,62,62,39,63,60,34,58,28,48,10,19,10,11,10,12,37,52,62,77,36,50,40,80,54,57,50,54,0,7,89,9,28,5,18,13,15,1,11,3,3,1,11,11,2
Joshua,Sippial,Walton,NY,Walton High School,21,2,72,165,UAB Blazers,1,15,0,-1,5,36,43,73,76,96,96,66,81,76,47,50,23,30,45,47,34,40,54,61,47,52,31,33,7,7,6,80,81,54,72,24,0,10,74,4,17,3,10,4,7,1,8,4,3,0,3,8,2
Lewis,Sullivan,Farmer City,IL,Blue Ridge High School,20,2,79,231,UC Davis Aggies,4,23,0,0,3,43,55,25,34,36,38,38,44,50,40,47,51,69,23,37,22,33,26,32,28,36,32,49,21,36,77,50,62,71,30,62,0,5,26,1,6,0,2,1,2,0,2,0,1,0,2,6,2
Caleb,Fuller,Shiprock,NM,Shiprock High School,19,4,77,210,UC Davis Aggies,1,11,0,-1,5,63,78,36,52,15,18,51,57,56,46,72,28,35,32,46,42,57,44,51,6,6,66,82,27,39,2,60,74,63,63,28,0,11,24,3,5,1,1,0,0,1,2,0,0,0,0,3,2
Stefan,Gonzalez,Monroe,CT,Masuk High School,20,4,74,195,UC Davis Aggies,3,2,-1,-1,5,52,68,15,28,32,42,30,56,48,26,42,39,48,26,46,32,47,37,67,37,64,39,70,22,28,67,65,45,56,24,23,0,4,9,1,3,0,1,0,0,0,0,0,0,0,1,2,2
Garrison,Goode,Arkansas City,KS,Arkansas City High School,19,5,79,225,UC Davis Aggies,4,44,0,-1,3,62,81,28,42,26,36,30,52,47,58,85,29,34,46,65,31,52,31,42,52,64,31,51,46,75,40,24,48,71,20,25,0,27,992,164,373,19,78,69,90,18,105,165,30,5,78,49,2
A.J.,John,Youngstown,NY,Lewiston Porter High School,21,1,80,225,UC Davis Aggies,4,25,-1,-1,3,23,29,22,32,24,27,38,47,47,43,66,5,5,54,67,78,95,68,93,18,31,32,43,32,46,63,23,49,63,66,78,0,27,902,116,287,51,139,104,126,25,90,61,40,1,52,68,2
Joe,Mooney,Hamburg,NY,Frontier High School,19,3,75,187,UC Davis Aggies,3,22,0,-1,5,65,83,42,50,26,26,0,0,0,28,48,3,4,35,52,62,79,42,48,51,64,37,63,33,45,9,41,47,79,61,2,0,27,847,69,152,30,76,46,65,47,108,67,25,13,56,68,2
Gio,Nelson,Merrick,NY,Sanford H. Calhoun High School,22,3,76,186,UC Davis Aggies,1,3,-1,-1,5,69,69,23,28,36,41,0,0,0,21,28,21,23,56,56,41,47,47,47,16,18,8,8,99,99,30,22,35,92,69,44,0,26,688,107,178,0,0,43,72,50,45,6,7,19,30,61,2
Matt,Neufeld,Cape Coral,FL,Mariner High School,20,2,83,225,UC Davis Aggies,3,13,0,0,1,23,29,54,62,28,30,0,0,0,9,12,32,42,20,28,64,80,36,44,30,43,6,9,32,45,12,18,52,74,55,68,0,19,474,86,145,0,1,36,83,48,107,9,7,84,24,39,2
Rogers,Printup,Deer Park,NY,Deer Park High School,23,5,76,205,UC Davis Aggies,3,23,-1,-1,5,58,58,32,42,40,42,43,50,41,60,70,15,23,88,100,40,47,9,9,43,49,19,27,79,89,26,21,39,90,49,62,0,24,402,29,95,8,39,43,55,9,28,17,5,3,15,29,2
Colin,Russell,Brooklyn,NY,Bushwick High School,20,2,82,221,UC Davis Aggies,4,21,0,-1,3,32,46,73,85,49,49,62,97,85,82,100,34,48,25,29,50,74,53,65,44,57,50,61,14,22,76,76,77,43,40,43,0,26,385,34,97,30,86,9,15,8,36,7,3,3,12,59,5
Siler,Schneider,Pawcatuck,CT,Stonington High School,19,1,75,183,UC Davis Aggies,4,5,0,-1,5,42,68,63,81,92,94,56,100,84,52,83,61,81,6,9,39,55,19,33,54,83,36,59,7,9,46,80,46,37,23,45,0,17,379,33,77,2,6,15,25,18,64,19,10,13,21,52,5
TJ,Shorts,New York,NY,Murry Bergtraum High School,21,2,69,160,UC Davis Aggies,4,0,-1,-1,5,38,53,53,76,53,67,75,100,100,45,45,74,83,37,52,18,23,43,51,74,84,60,77,25,36,12,78,62,50,40,4,0,24,265,27,94,13,60,8,10,8,22,16,8,1,19,24,5
Damion,Squire,Bronx,NY,De Witt Clinton High School,20,3,72,175,UC Davis Aggies,1,1,-1,-1,5,46,74,53,98,49,68,59,100,96,37,56,28,34,56,69,21,32,26,32,50,73,42,55,49,71,59,69,72,52,13,75,0,10,54,4,11,0,0,0,1,5,3,0,0,3,4,15,5
Jonah,Underwood,Chicago,IL,Hyde Park Academy High School,19,4,80,220,UC Irvine Anteaters,3,42,0,-1,3,35,46,51,83,48,48,47,66,70,36,55,50,59,34,47,30,48,56,67,43,71,41,55,28,49,60,66,94,43,42,67,0,6,15,4,9,3,7,1,2,1,2,0,0,0,0,0,5
JC,Butler,Emporia,KS,Emporia High School,21,1,77,200,UC Irvine Anteaters,1,0,0,-1,3,58,65,76,100,65,65,79,98,88,37,47,46,58,47,54,26,41,58,64,60,71,78,78,6,7,3,81,70,47,65,34,0,5,8,1,1,0,0,0,0,1,1,1,0,0,0,0,5
Robert,Cartwright,Visalia,CA,Mt. Whitney High School,22,2,74,180,UC Irvine Anteaters,4,3,-1,-1,5,82,99,47,50,55,56,29,40,36,69,92,15,16,36,50,30,30,36,48,28,29,56,64,81,86,39,67,82,67,64,75,0,2,7,1,2,0,1,0,0,0,2,1,0,0,1,3,5
John,Edgar,Jasper,NY,Jasper-Troupsburg High School,21,3,77,215,UC Irvine Anteaters,3,11,0,0,3,47,60,44,59,67,67,35,40,35,41,53,42,57,50,62,26,32,39,48,52,55,66,82,70,82,51,49,50,63,57,70,0,27,872,141,292,7,35,99,117,52,238,27,11,33,25,57,5
Jonathan,Galloway,Sherburne,NY,Sherburne High School,20,2,82,235,UC Irvine Anteaters,4,5,-1,0,3,44,63,27,32,22,28,32,41,46,51,63,58,90,52,77,46,52,17,23,51,64,36,48,54,84,36,42,76,52,33,31,0,27,860,137,334,59,179,131,172,22,53,56,19,3,51,61,5
Max,Hazzard,Greeneville,TN,South Greene High School,23,5,72,170,UC Irvine Anteaters,3,2,-1,-1,5,44,44,62,62,56,56,26,26,26,33,35,29,40,99,99,28,36,98,98,9,10,80,91,76,83,14,28,64,80,34,24,0,27,697,77,174,20,62,52,71,9,65,80,13,4,52,60,5
Elston,Jones,Altenburg,Germany,,19,3,81,260,UC Irvine Anteaters,4,50,0,-1,3,38,60,45,60,43,44,0,0,0,19,29,27,45,54,64,58,91,55,71,24,33,51,66,59,69,66,26,32,58,55,43,0,27,579,36,87,6,25,49,61,7,45,100,16,2,53,64,5
Evan,Leonard,Bay City,MI,John Glenn High School,22,4,73,185,UC Irvine Anteaters,3,14,-1,-1,5,79,79,43,50,55,55,0,0,0,27,38,66,66,97,100,91,91,88,88,8,9,53,65,78,78,76,31,44,72,81,62,0,27,501,55,142,26,71,37,44,15,52,32,8,4,30,50,5
Spencer,Rivers,Churchville,NY,Churchville High School,22,3,74,200,UC Irvine Anteaters,4,25,-1,-1,5,82,85,16,20,48,48,0,0,0,61,74,51,63,85,85,51,54,65,65,58,67,20,24,85,92,54,36,38,97,70,32,0,27,463,57,134,37,80,22,29,14,31,9,4,5,25,46,5
Solomon,Ruddell,Brooklyn,NY,Clara Barton High School,21,3,85,240,UC Irvine Anteaters,1,35,0,-1,1,88,92,55,66,39,45,34,42,35,49,52,29,42,86,86,88,100,85,85,38,43,40,57,56,61,63,28,41,87,60,91,0,26,455,44,115,33,91,3,6,12,23,32,5,2,13,31,5
Tommy,Rutherford,Lafayette,LA,Carencro High School,21,1,80,240,UC Irvine Anteaters,3,42,0,-1,3,96,96,50,50,36,43,31,39,37,41,52,35,35,55,55,31,31,65,65,12,16,35,41,89,89,53,38,26,71,89,26,0,27,419,67,127,0,0,28,62,29,56,24,14,30,34,54,5
Darrian,Traylor,Tempe,AZ,Mcclintock High School,21,2,76,210,UC Irvine Anteaters,3,23,-1,-1,5,20,24,47,59,39,44,74,82,79,43,48,45,47,15,17,49,62,34,53,32,39,60,68,11,16,10,84,46,27,71,78,0,27,303,16,32,0,0,9,28,39,37,13,9,10,10,43,5
Collin,Welp,Olympia,WA,Capital High School,22,1,81,215,UC Irvine Anteaters,1,40,-1,-1,3,20,29,64,65,76,78,46,53,44,57,70,46,47,17,19,6,8,12,13,45,57,50,61,27,32,79,82,81,49,57,52,0,15,156,5,21,2,6,0,2,1,6,24,4,0,17,12,5
Eyassu,Worku,Ruidoso,NM,Ruidoso High School,22,5,74,175,UC Riverside Highlanders,3,24,0,-1,5,45,55,60,60,66,66,56,59,49,90,90,51,53,12,13,15,23,15,21,45,48,28,32,40,50,17,97,64,48,64,63,0,15,91,4,14,0,1,4,15,7,11,3,4,2,4,13,5
Menno,Dijkstra,Katy,TX,Katy High School,19,2,84,230,UC Riverside Highlanders,4,32,-1,-1,1,36,47,76,96,60,67,45,71,78,24,33,37,69,47,59,34,49,39,64,28,49,59,73,5,7,96,61,68,48,28,23,0,10,54,2,12,0,8,2,7,1,4,0,1,1,5,5,5
Dragan,Elkaz,Terryville,CT,Terryville High School,22,1,77,205,UC Riverside Highlanders,1,0,-1,-1,5,60,61,49,57,51,51,48,59,63,36,40,45,49,36,44,49,49,41,50,35,35,69,77,49,59,94,81,74,46,80,94,0,26,854,109,232,12,34,109,146,94,173,22,19,42,72,60,5
Jordan,Gilliam,Houston,TX,Elsik High School,19,2,77,160,UC Riverside Highlanders,2,2,0,-1,5,22,38,66,90,83,96,38,64,71,38,51,38,55,19,32,29,47,5,9,54,79,6,11,32,50,42,70,93,51,72,0,0,26,840,82,195,36,77,59,74,11,68,70,29,1,44,58,5
Ajani,Kennedy,Omaha,NE,Millard North High School,20,5,80,200,UC Riverside Highlanders,2,10,-1,-1,3,23,37,31,39,46,56,30,37,43,40,47,26,39,8,9,66,76,37,59,53,62,34,52,19,28,29,45,63,55,66,34,0,23,813,110,261,41,121,108,139,12,64,80,27,1,60,50,5
Dikymbe,Martin,Wellsville,NY,Wellsville High School,21,3,73,170,UC Riverside Highlanders,3,15,0,0,5,48,56,31,31,63,63,15,22,22,14,17,28,31,35,42,28,34,50,59,49,49,25,33,6,6,24,50,74,60,75,49,0,26,673,58,130,11,42,63,83,34,99,22,14,17,40,75,5
DJ,McDonald,Aubrey,TX,Aubrey High School,21,5,71,175,UC Riverside Highlanders,1,3,0,0,5,51,51,33,33,66,67,12,12,13,30,30,10,12,65,67,40,50,13,15,27,29,28,28,15,22,30,46,72,55,100,86,0,26,665,76,222,47,148,36,45,5,38,30,23,2,36,55,5
Callum,McRae,Elizabethtown,PA,Elizabethtown Area High School,20,2,85,275,UC Riverside Highlanders,1,25,0,-1,1,23,31,22,28,26,29,37,52,50,34,41,36,51,37,46,65,90,49,57,22,39,36,51,74,93,26,22,51,59,42,49,0,26,427,37,69,0,0,21,33,34,61,11,5,17,14,57,5
Dominick,Pickett,Bastrop,TX,Bastrop High School,21,1,75,210,UC Riverside Highlanders,2,22,0,-1,5,50,50,56,69,39,41,7,8,7,33,36,15,21,51,58,37,41,19,21,48,66,34,45,85,85,55,26,55,70,68,88,0,25,346,5,28,4,12,20,27,5,23,47,6,0,31,36,5
Ryker,Pierce,Mc Kees Rocks,PA,Montour High School,19,1,77,205,UC Riverside Highlanders,4,31,0,-1,5,17,28,32,50,24,27,32,38,41,21,33,9,15,68,83,40,47,40,64,45,59,16,26,76,88,68,23,40,63,66,50,0,20,284,43,110,31,83,7,10,2,24,14,5,5,15,26,5
Eric,Rwahwire,Panhandle,TX,Panhandle High School,19,5,77,210,UC Riverside Highlanders,3,13,0,-1,5,26,38,23,28,35,46,17,26,28,35,54,7,10,56,75,45,47,40,59,27,45,43,69,28,30,13,38,31,85,57,85,0,26,270,30,62,0,1,23,38,17,30,7,10,6,23,38,5
Kendall,Stubblefield,Dermott,AR,Dermott High School,19,4,77,225,UC Riverside Highlanders,1,24,0,-1,3,16,26,12,23,22,26,10,14,15,32,43,27,34,19,28,56,67,65,89,28,45,30,38,47,67,99,15,22,76,27,95,0,4,19,1,2,1,2,0,0,0,2,0,0,0,0,4,5
Zac,Watson,De Leon,TX,De Leon High School,21,2,79,210,UC Riverside Highlanders,1,11,-1,-1,3,56,67,32,42,65,65,38,52,58,14,23,35,40,55,67,22,31,40,45,30,48,38,58,26,38,7,28,27,84,70,71,0,27,838,131,310,19,53,111,157,13,62,125,29,1,53,46,5
Mateen,Hirbod,West Chester,PA,Henderson High School,21,2,74,190,UC Santa Barbara Gauchos,2,40,0,-1,5,39,53,75,95,58,63,40,45,39,70,88,83,83,33,37,26,38,9,11,27,38,61,71,28,39,48,75,60,48,63,36,0,27,660,100,231,0,1,98,146,77,144,34,22,7,60,76,4
Ar'mond,Davis,Brodheadsville,PA,Pleasant Valley High School,21,5,78,190,UC Santa Barbara Gauchos,4,1,0,0,5,26,27,9,10,41,41,92,92,92,48,48,39,41,32,40,17,19,22,26,56,56,17,23,13,13,56,77,52,39,100,22,0,28,642,79,203,37,114,34,43,33,35,47,50,2,24,51,4
Jarriesse,Blackmon,Punxsutawney,PA,Punxsutawney Area High School,20,1,79,220,UC Santa Barbara Gauchos,4,2,-1,-1,3,26,38,75,94,59,62,39,56,48,51,93,26,32,23,29,29,52,53,70,20,36,44,60,21,34,41,76,44,33,13,23,0,28,575,56,148,26,71,65,92,20,32,42,33,0,37,49,4
Scotty,Harris,Brighton,CO,Brighton High School,18,5,77,190,UC Santa Barbara Gauchos,3,13,0,-1,5,33,56,38,52,44,47,77,100,82,46,64,31,52,22,34,37,46,37,49,32,52,57,73,34,47,78,84,55,58,18,2,0,28,565,84,177,10,49,43,63,77,86,31,37,26,39,94,4
