FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Tulio,DA SILVA,Formiga,Brazil,Arlington Country Day School,23,3,80,211,Missouri State,4,30,0,-1,2,53,53,46,46,46,46,9,9,12,41,41,20,20,65,65,51,51,41,41,25,25,26,26,29,29,57,39,46,55,86,43,3,18,524,72,139,35,54,2,15,52,79,19,8,8,46,36,0
Zach,COPELAND,Oakland,CA,Berkeley HS,22,3,76,185,Illinois State,4,2,0,-1,4,42,42,66,66,64,64,75,75,76,38,38,35,35,20,20,30,30,20,20,51,51,47,47,3,3,38,68,58,39,83,37,4,17,482,88,208,42,56,42,105,12,35,41,21,0,49,48,0
D.J.,WILKINS,Merrillville,IN,Merrillville HS,22,2,74,179,Drake,2,0,0,-1,4,37,37,60,60,76,76,56,56,66,48,48,29,29,14,14,37,37,24,24,39,39,36,36,3,3,77,60,52,41,100,56,4,18,536,61,152,30,36,26,81,8,50,33,13,0,30,24,0
Jordan,BARNES,St. Louis,MO,Christian Brothers College HS,22,1,71,152,Indiana State,4,2,0,-1,5,38,38,61,61,56,56,71,71,75,66,66,40,40,7,7,44,44,26,26,61,61,52,52,7,7,70,74,44,39,98,62,4,16,531,66,164,20,29,35,87,3,63,60,28,2,29,29,0
Lucas,WILLIAMSON,Chicago,IL,Whitney Young HS,20,3,76,205,Loyola Chicago,3,1,0,-1,4,35,35,68,68,64,64,62,62,75,49,49,26,26,11,11,43,43,35,35,52,52,45,45,20,20,68,56,56,47,92,52,5,18,515,58,120,21,28,26,73,5,59,28,21,6,27,30,0
Keith,FISHER III,Los Angeles,CA,Westchester HS,21,3,80,215,Illinois State,3,5,-1,-1,2,54,54,33,33,31,31,0,0,2,38,38,15,15,64,64,52,52,36,36,21,21,33,33,29,29,19,39,50,58,70,26,4,17,368,52,112,29,54,0,4,37,57,9,10,5,37,47,0
Tyreke,KEY,Celina,TN,Clay County HS,21,3,74,201,Indiana State,3,11,0,-1,4,43,43,72,72,82,82,65,65,64,44,44,28,28,17,17,53,53,34,34,44,44,40,40,8,8,66,67,74,52,100,50,5,16,518,81,177,92,105,27,73,10,74,31,16,2,37,31,0
Tremell,MURPHY,Griffith,IN,Griffith HS,22,3,78,202,Drake,4,2,0,-1,2,56,56,28,28,0,0,17,17,27,38,38,10,10,43,43,51,51,40,40,21,21,31,31,37,37,55,39,47,56,52,39,3,5,88,10,22,3,10,2,6,4,13,4,1,1,12,8,4
DeAndre,WILLIAMS,Houston,TX,Kelin Forest HS,19,2,81,190,Evansville,2,13,0,-1,3,53,53,81,81,70,70,60,60,48,45,45,37,37,52,52,75,75,47,47,37,37,43,43,51,51,20,62,66,62,100,33,5,15,427,97,138,45,57,14,29,29,87,43,16,18,31,52,0
Keith,CLEMONS,Norcross,GA,Vincennes HS,20,3,73,180,Loyola Chicago,3,5,0,-1,5,40,40,54,54,46,46,58,58,59,67,67,33,33,10,10,17,17,13,13,49,49,43,43,3,3,60,67,48,29,97,57,5,10,301,30,65,20,32,11,26,3,9,28,11,0,14,21,0
Nick,ROBINSON,Chicago,IL,Kenwood Academy,21,3,77,200,Valparaiso,3,25,0,-1,4,45,45,50,50,52,52,43,43,52,47,47,35,35,47,47,47,47,37,37,46,46,42,42,30,30,55,55,65,49,78,48,5,17,409,43,105,24,36,14,44,26,51,35,14,8,26,31,0
Josh,SHARKEY,Philadelphia,PA,Archbishop John Carroll HS,22,1,70,170,Samford,4,3,0,-1,5,42,42,64,64,66,66,64,64,53,37,37,62,62,17,17,32,32,18,18,65,65,64,64,2,2,51,82,62,35,100,48,4,17,590,96,202,90,118,19,51,12,49,132,53,0,95,48,0
Kameron,GIBSON,Cincinnati,OH,Walnut Hills HS,19,3,75,180,Western Carolina,2,14,0,-1,4,36,36,64,64,89,89,60,60,74,49,49,23,23,14,14,31,31,21,21,29,29,28,28,7,7,43,60,49,38,86,41,5,17,409,52,126,12,13,27,79,6,32,18,5,1,19,38,0
Daivien,WILLIAMSON,Winston-Salem,NC,Winston-Salem Prep,19,1,74,160,East Tennessee State,2,5,0,-1,5,37,37,67,67,74,74,65,65,69,57,57,37,37,8,8,31,31,19,19,43,43,38,38,2,2,74,71,45,33,87,60,5,20,485,60,132,32,39,24,64,3,37,47,13,0,40,24,0
Robert,ALLEN,Orlando,FL,Edgewater HS,19,2,80,200,Samford,2,21,0,-1,2,53,53,47,47,40,40,46,46,46,45,45,26,26,41,41,47,47,43,43,32,32,32,32,45,45,53,42,49,50,100,44,5,19,607,99,227,39,65,17,58,36,85,24,16,21,40,45,0
Carlos,DOTSON,Riverdale,MD,Dorman HS,23,5,79,265,Western Carolina,4,0,0,-1,2,73,73,40,40,31,31,0,0,0,38,38,23,23,60,60,78,78,45,45,16,16,29,29,19,19,22,44,59,78,73,29,3,16,399,90,143,42,79,0,0,37,106,21,8,2,40,49,0
Ross,CUMMINGS,Dickson,TN,Creek Wood HS,22,3,75,180,Mercer,4,20,0,-1,4,58,58,43,43,0,0,48,48,65,42,42,21,21,13,13,31,31,24,24,46,46,41,41,14,14,62,62,56,38,68,46,3,6,139,19,41,8,8,11,24,1,11,11,5,1,13,11,0
Patrick,GOOD,Johnson City,TN,David Crockett HS,22,1,72,165,East Tennessee State,3,10,-1,-1,5,34,34,67,67,70,70,65,65,92,69,69,32,32,18,18,34,34,20,20,62,62,55,55,2,2,71,71,42,35,79,62,3,20,489,51,132,23,29,41,113,11,42,34,30,0,19,26,0
Keyshaun,LANGLEY,High Point,NC,Southwest Guilford HS,18,1,73,165,UNC Greensboro,1,0,0,-1,5,32,32,67,67,92,92,65,65,82,60,60,36,36,10,10,32,32,19,19,59,59,56,56,3,3,41,70,42,34,68,48,5,20,340,36,92,18,19,24,64,3,28,38,23,0,24,34,0
Mason,FAULKNER,Glasgow,KY,Caverna HS,21,1,73,165,Western Carolina,4,11,-1,-1,5,41,41,66,66,65,65,68,68,72,49,49,55,55,18,18,56,56,29,29,55,55,47,47,4,4,66,82,64,46,100,57,4,17,576,89,216,92,122,40,110,13,90,108,25,1,60,35,0
Fletcher,ABEE,Morgantown,NC,Freedom HS,18,2,75,170,The Citadel,1,5,0,-1,4,36,36,73,73,80,80,75,75,88,56,56,25,25,14,14,25,25,18,18,52,52,45,45,3,3,79,62,50,34,100,59,5,17,526,67,159,24,28,45,113,8,29,26,21,0,12,22,0
Matt,RYAN,Cortlandt Manor,NY,Iona Prep,22,3,80,209,Chattanooga,4,32,-1,-1,4,43,43,65,65,76,76,65,65,75,51,51,35,35,20,20,48,48,31,31,28,28,27,27,6,6,58,60,54,50,89,51,4,20,606,99,244,40,48,50,145,15,73,38,9,2,29,42,0
Maciej,BENDER,Warsaw,Poland,Mountain Mission HS,22,4,83,255,Mercer,4,25,-1,-1,2,54,54,34,34,18,18,0,0,0,40,40,24,24,62,62,59,59,45,45,11,11,23,23,52,52,22,36,47,67,53,30,4,20,358,56,122,13,30,0,0,35,66,21,3,19,35,44,0
Eugene,GERMAN,Gary,IN,21st Century Charter School,22,3,72,185,Northern Illinois,4,10,0,-1,5,67,67,60,60,61,61,64,64,63,56,56,42,42,8,8,49,49,31,31,50,50,43,43,11,11,72,87,66,45,96,60,4,19,621,133,319,69,95,45,132,6,76,52,23,4,50,33,0
Nike,SIBANDE,Indianapolis,IN,Crispus Attucks HS,20,3,76,185,Miami Ohio,3,1,0,-1,4,49,49,60,60,70,70,55,55,51,37,37,33,33,25,25,64,64,36,36,40,40,37,37,11,11,56,66,64,55,91,44,5,19,535,93,218,61,77,21,66,17,95,40,14,3,57,40,0
Michael,FLOWERS,Southfield,MI,Southfield HS,20,4,73,195,Western Michigan,3,12,0,-1,5,41,41,71,71,81,81,70,70,70,56,56,47,47,8,8,31,31,19,19,37,37,36,36,0,0,57,83,61,37,100,55,5,19,613,103,235,90,104,42,107,6,47,66,16,0,52,43,0
Devontae,LANE,Iowa City,IA,Iowa West HS,21,4,74,215,Central Michigan,3,2,0,-1,5,55,55,54,54,67,67,28,28,25,52,52,46,46,19,19,39,39,25,25,64,64,62,62,2,2,66,67,52,41,82,56,4,18,459,58,130,50,65,7,18,11,47,67,38,0,45,28,0
Antonio,WILLIAMS,Chicago,IL,Proviso East HS,21,3,72,185,Kent State,4,4,0,-1,5,64,64,58,58,52,52,54,54,41,52,52,44,44,28,28,31,31,25,25,44,44,41,41,18,18,45,78,56,36,84,48,4,18,516,97,189,37,56,13,26,19,41,69,17,6,48,46,0
Dalonte,BROWN,Toledo,OH,Bowsher HS,21,3,79,201,Miami Ohio,3,13,0,-1,3,41,41,62,62,71,71,56,56,57,45,45,18,18,55,55,63,63,40,40,21,21,31,31,38,38,22,58,62,59,81,30,5,20,501,82,186,54,68,23,71,36,84,14,9,12,29,60,0
Kevin,MCKAY,Warren,MI,De La Salle HS,21,3,77,222,Central Michigan,4,20,0,-1,4,68,68,63,63,60,60,5,5,10,43,43,25,25,57,57,55,55,41,41,60,60,57,57,26,26,59,66,79,54,81,46,4,15,413,89,134,49,68,1,15,33,62,21,28,7,30,29,0
Loren Cristian,JACKSON,Chicago,IL,Victory Rock Prep,21,1,68,160,Akron,3,1,-1,-1,5,39,39,78,78,80,80,85,85,83,66,66,57,57,20,20,26,26,16,16,46,46,41,41,3,3,66,88,52,32,100,64,4,20,667,118,247,75,87,59,129,16,43,101,22,1,43,40,0
Marvin,PRICE,Baltimore,MD,Patterson HS,18,4,77,228,Ohio,1,44,0,-1,3,41,41,22,22,0,0,22,22,48,47,47,10,10,28,28,33,33,28,28,47,47,51,51,17,17,54,51,52,47,35,42,5,7,54,6,18,4,6,4,10,2,4,2,5,0,2,6,0
Troy,SIMONS,Pittsburgh,PA,Renaissance Academy,22,3,75,195,Kent State,4,3,-1,-1,4,41,41,72,72,82,82,75,75,89,55,55,37,37,17,17,36,36,26,26,55,55,50,50,16,16,51,61,52,42,92,50,3,20,627,88,212,21,24,61,153,13,55,42,29,6,23,48,0
Xeyrius,WILLIAMS,Springfield,OH,Wayne HS,22,3,81,205,Akron,4,20,-1,-1,2,53,53,56,56,77,77,61,61,75,50,50,28,28,39,39,78,78,60,60,32,32,32,32,47,47,54,44,41,70,90,47,3,20,610,103,258,30,34,53,148,34,156,28,16,23,30,45,0
LaQuill,HARDNETT,Philadelphia,PA,Perry Hall HS,20,3,80,210,Buffalo,1,0,-1,-1,2,40,40,43,43,21,21,78,78,52,45,45,17,17,61,61,55,55,33,33,25,25,34,34,33,33,12,38,46,58,53,26,5,19,254,30,37,12,26,9,1,25,43,11,8,4,17,50,0
Brian,FOBBS,Rochester,NY,Bishop Kearney HS,22,3,76,213,Towson,4,23,0,-1,4,50,50,62,62,75,75,53,53,57,44,44,34,34,19,19,48,48,34,34,34,34,33,33,10,10,60,66,66,50,93,48,4,21,661,113,264,82,99,32,109,15,79,40,15,4,48,44,0
Nathan,KNIGHT,Syracuse,NY,Kimball Union Academy,22,3,82,235,William & Mary,4,13,0,-1,2,65,65,50,50,58,58,42,42,44,42,42,33,33,46,46,68,68,60,60,29,29,36,36,49,49,35,48,57,65,77,37,4,22,654,161,300,106,136,24,73,53,175,37,21,30,50,62,0
Bolden,BRACE,Santa Barbara,CA,Santa Barbara HS,21,3,78,227,Northeastern,4,20,0,-1,4,31,31,63,63,59,59,71,71,85,54,54,37,37,29,29,57,57,34,34,43,43,38,38,7,7,57,49,49,56,94,52,4,22,701,76,158,30,40,44,98,27,109,47,25,3,27,49,4
Darius,BANKS,St. Petersburg,FL,St. Petersburg HS,21,3,77,220,James Madison,3,5,0,-1,4,36,36,65,65,75,75,67,67,79,45,45,29,29,27,27,48,48,32,32,49,49,45,45,10,10,43,60,60,51,100,41,5,21,668,90,239,56,68,54,150,22,81,31,27,4,46,57,0
James,BUTLER,Fairfax Station,VA,Lake Braddock Secondary School,21,4,80,242,Drexel,3,51,-1,-1,2,58,58,44,44,50,50,4,4,4,51,51,33,33,78,78,78,78,65,65,25,25,25,25,44,44,61,39,49,75,100,51,4,22,719,114,215,57,84,1,3,85,174,41,12,24,33,47,0
Dylan,PAINTER,Hershey,PA,Hershey HS,21,2,83,224,Delaware,3,2,-1,-1,2,63,63,53,53,66,66,0,0,0,39,39,21,21,62,62,57,57,43,43,11,11,23,23,47,47,28,41,55,62,66,31,4,11,226,40,63,31,39,0,0,23,40,13,1,10,23,27,0
Matt,LEWIS,Woodbridge,VA,Bishop O'Connell HS,20,2,77,180,James Madison,3,1,0,-1,4,48,48,61,61,58,58,69,69,70,46,46,46,46,20,20,56,56,38,38,37,37,34,34,18,18,73,68,77,51,100,57,5,21,746,119,303,100,141,53,144,18,104,78,18,8,51,39,0
Ryan,ALLEN,Bowie,MD,DeMatha Catholic HS,21,3,74,200,Delaware,3,0,0,-1,4,37,37,64,64,76,76,62,62,72,50,50,35,35,3,3,25,25,21,21,40,40,38,38,12,12,53,60,57,38,100,48,5,22,734,96,236,50,60,44,133,2,45,46,21,5,39,55,0
Camren,WYNTER,Hempstead,NY,DME Academy,19,2,74,175,Drexel,2,11,0,-1,5,46,46,57,57,53,53,60,60,52,50,50,56,56,12,12,36,36,23,23,58,58,50,50,4,4,69,75,52,37,100,59,5,23,813,129,290,66,98,26,75,12,72,119,38,2,83,46,0
Marcus,SHEFFIELD,Alpharetta,GA,Chattahoochee HS,23,2,77,180,Elon,4,4,-1,-1,4,49,49,63,63,76,76,69,69,61,48,48,42,42,16,16,54,54,33,33,37,37,34,34,15,15,55,69,67,49,95,50,2,24,777,142,336,94,113,43,109,15,103,65,19,7,48,56,0
Tyson,WALKER,Westbury,NY,New Hampton School,18,1,72,162,Northeastern,1,2,0,-1,5,40,40,60,60,48,48,64,64,59,64,64,48,48,12,12,20,20,16,16,61,61,55,55,12,12,46,72,47,29,100,54,5,23,718,101,221,30,47,28,76,10,36,81,41,5,49,59,0
Nate,DARLING,Halifax,Canada,DeMatha Catholic HS,21,3,77,200,Delaware,3,3,-1,-1,4,54,54,68,68,72,72,71,71,75,44,44,40,40,10,10,37,37,28,28,36,36,34,34,8,8,78,66,60,44,100,57,4,22,845,149,341,74,92,68,180,10,77,63,20,4,62,39,0
Brenden,TUCKER,Dacula,GA,Dacula HS,18,3,75,180,College of Charleston,1,5,0,-1,4,48,48,28,28,21,21,24,24,33,47,47,17,17,24,24,20,20,22,22,35,35,35,35,20,20,55,60,65,33,50,44,4,17,126,13,36,8,18,4,11,6,4,7,2,2,6,12,0
Milan,ACQUAAH,Bakersfield,CA,Cathedral HS,22,3,75,195,California Baptist,3,0,0,-1,5,62,62,58,58,77,77,56,56,58,42,42,66,66,9,9,54,54,37,37,40,40,37,37,14,14,69,80,68,47,100,58,4,22,704,123,331,94,112,41,131,8,95,130,20,6,89,40,0
De'Monte,BUCKINGHAM,Richmond,VA,Henrico HS,22,3,76,220,Cal State Bakersfield,4,13,-1,-1,4,44,44,58,58,67,67,52,52,58,47,47,29,29,29,29,52,52,32,32,43,43,41,41,6,6,55,58,55,52,76,47,3,23,598,81,193,40,52,25,83,22,84,38,19,1,36,45,0
Brandon,MCKISSIC,Ferguson,MO,St. Louis University HS,20,3,75,195,Kansas City,3,3,0,-1,5,41,41,58,58,33,33,61,61,56,63,63,48,48,3,3,34,34,22,22,52,52,48,48,6,6,33,69,49,38,85,48,5,23,609,93,188,31,58,22,61,2,51,71,27,2,43,59,0
Justin,EDLER-DAVIS,San Diego,CA,Morse HS,21,3,76,215,Cal State Bakersfield,3,10,0,-1,4,37,37,56,56,49,49,58,58,74,49,49,18,18,61,61,43,43,33,33,34,34,36,36,20,20,39,56,56,49,72,39,4,23,514,60,159,16,25,34,103,44,59,14,12,6,22,50,0
Lorenzo,JENKINS,Naples,FL,First Baptist Academy (FL),22,3,79,210,Grand Canyon,4,13,0,-1,3,37,37,59,59,70,70,45,45,55,49,49,18,18,25,25,37,37,28,28,29,29,29,29,11,11,63,51,52,47,71,48,3,22,529,58,133,42,53,16,60,14,45,16,7,2,24,33,0
Ivan,AURRECOECHEA,Madrid,Spain,Canarias Basketball Academy,24,4,80,240,New Mexico State,4,15,0,-1,2,62,62,45,45,43,43,9,9,9,41,41,20,20,53,53,52,52,40,40,22,22,26,26,21,21,43,42,58,61,70,38,2,23,548,99,165,56,90,3,8,42,84,20,8,5,46,48,0
Myles,CARTER,Chicago,IL,St. Rita's HS,22,4,81,230,Seattle,4,1,-1,-1,2,50,50,42,42,51,51,6,6,8,43,43,11,11,53,53,60,60,47,47,20,20,30,30,52,52,33,38,62,64,77,33,3,22,577,69,140,67,98,2,8,45,107,4,13,29,41,59,0
Terrell,BROWN,Seattle,WA,Garfield HS,21,2,73,175,Seattle,3,23,0,-1,5,78,78,50,50,67,67,33,33,25,61,61,53,53,31,31,55,55,34,34,54,54,46,46,20,20,59,84,71,46,100,59,5,23,821,173,420,96,125,11,38,31,112,111,34,10,60,56,0
Terrell,BROWN,Hayward,CA,Moreau Catholic HS,22,2,73,165,New Mexico State,4,3,-1,-1,5,40,40,51,51,61,61,49,49,78,64,64,25,25,12,12,27,27,19,19,41,41,37,37,4,4,77,64,43,32,76,61,3,20,514,40,130,21,29,28,101,7,34,25,13,1,27,23,0
Brandon,AVERETTE,Richardson,TX,Richardson HS,22,3,71,185,Utah Valley,4,11,-1,-1,5,50,50,59,59,69,69,50,50,51,66,66,44,44,4,4,25,25,22,22,41,41,38,38,16,16,76,71,51,33,94,66,3,23,733,104,238,43,55,24,83,4,45,68,21,7,43,36,0
Javon,LEVI,Kileen,TX,Shoemaker HS,20,2,70,165,Texas Rio Grande Valley,3,14,0,-1,5,60,60,45,45,52,52,31,31,26,62,62,69,69,25,25,32,32,19,19,62,62,59,59,4,4,54,73,52,34,100,60,5,16,502,63,157,44,66,8,20,16,41,135,36,1,40,39,0
A.J.,HARRIS,Dayton,OH,Dunbar HS,23,1,69,170,New Mexico State,4,12,-1,-1,5,53,53,38,38,0,0,28,28,49,74,74,13,13,9,9,20,20,16,16,46,46,40,40,6,6,82,73,41,31,50,65,2,3,45,8,19,0,0,4,10,0,2,11,4,0,2,3,0
Jahshire,HARDNETT,Gulfport,MS,Gulfport HS,23,3,72,185,Kansas City,4,4,0,-1,5,37,37,59,59,79,79,61,61,62,62,62,36,36,11,11,31,31,20,20,50,50,45,45,4,4,50,70,46,36,77,52,2,20,524,64,163,34,40,24,68,6,42,48,21,1,33,43,0
De'Jon,DAVIS,Oakland,CA,Oakland Technical HS,22,3,79,225,California Baptist,4,35,0,-1,2,54,54,47,47,52,52,4,4,6,47,47,20,20,66,66,78,78,55,55,23,23,26,26,33,33,41,39,46,72,78,39,3,22,585,85,160,42,61,1,10,59,148,21,9,11,33,53,0
Jovan,BLACKSHER JR.,Phoenix,AZ,Shadow Mountain HS,18,1,71,155,Grand Canyon,1,10,0,-1,5,41,41,53,53,67,67,36,36,42,65,65,45,45,14,14,56,56,29,29,58,58,50,50,3,3,63,67,46,45,100,60,5,22,762,79,198,50,65,14,68,13,106,75,36,1,49,48,0
Justin,FORREST,Decatur,GA,Greenforest Christian HS,20,3,74,195,Appalachian State,3,1,0,-1,4,52,52,61,61,63,63,62,62,66,35,35,41,41,8,8,41,41,24,24,55,55,52,52,3,3,32,72,72,45,100,35,0,23,736,139,344,108,146,54,162,7,74,60,36,1,78,72,0
Trhae,MITCHELL,Austell,GA,Pebblebrok HS,22,2,78,195,South Alabama,4,42,0,-1,3,37,37,65,65,72,72,59,59,54,50,50,40,40,18,18,61,61,49,49,45,45,41,41,57,57,50,51,66,58,90,48,4,24,736,83,176,61,76,20,55,16,112,56,25,34,42,57,0
Markquis,NOWELL,Harlem,NY,St. Patrick HS,20,1,68,165,Arkansas Little Rock,2,1,0,-1,5,41,41,72,72,84,84,74,74,78,47,47,55,55,9,9,31,31,18,18,65,65,60,60,3,3,67,84,47,33,100,57,5,21,730,119,271,64,72,59,150,8,56,106,50,1,84,43,0
Cedric,RUSSELL,Alexandria,LA,Peabody Magnet HS,20,3,74,190,Louisiana,3,0,0,-1,4,36,36,61,61,68,68,64,64,74,47,47,36,36,12,12,37,37,25,25,41,41,38,38,4,4,71,60,52,43,100,54,5,23,759,96,256,42,54,51,149,11,71,49,22,2,49,41,0
Don,COLEMAN,Augusta,GA,Butler HS,23,3,74,190,South Alabama,4,25,-1,-1,4,47,47,45,45,34,34,44,44,55,43,43,16,16,22,22,26,26,22,22,52,52,49,49,11,11,47,59,55,38,50,39,2,13,219,25,64,7,13,10,29,6,12,7,11,1,15,21,0
Corey,ALLEN,Ypsilanti,MI,Ypsilanti HS,21,4,74,215,Georgia State,4,11,-1,-1,4,48,48,62,62,60,60,67,67,71,45,45,37,37,23,23,37,37,27,27,47,47,42,42,5,5,70,67,52,46,83,53,4,24,678,134,321,33,46,58,162,19,61,46,24,2,47,38,0
Issac,JOHNSON,Charlotte,NC,Providence Day School,22,3,81,212,Appalachian State,4,0,0,-1,2,43,43,49,49,37,37,58,58,62,54,54,40,40,43,43,54,54,40,40,52,52,48,48,12,12,77,38,44,57,96,60,4,21,686,81,173,42,72,25,68,43,111,51,35,5,28,33,0
DeVante,JONES,New Orleans,LA,St. Augustine HS,19,4,73,200,Coastal Carolina,2,3,0,-1,5,59,59,67,67,79,79,50,50,51,48,48,62,62,20,20,55,55,31,31,56,56,50,50,7,7,55,80,65,49,100,54,5,23,732,123,257,101,118,25,86,18,101,125,34,3,81,53,0
Kane,WILLIAMS,Douglasville,GA,South Paulding HS,20,3,75,190,Georgia State,3,12,0,-1,5,38,38,60,60,64,64,64,64,59,58,58,56,56,36,36,37,37,28,28,56,56,52,52,19,19,40,74,71,38,98,50,5,24,730,98,245,96,128,31,84,31,66,107,36,8,60,65,0
Michael,ERTEL,Indianapolis,IN,Mount Vernon HS,20,2,74,175,Louisiana Monroe,3,2,0,-1,5,43,43,61,61,71,71,64,64,64,67,67,40,40,8,8,30,30,20,20,40,40,36,36,2,2,82,75,46,34,100,68,5,22,822,125,300,55,69,46,129,8,61,63,22,1,44,35,0
Isaiah,CRAWLEY,Ripley,TN,Ripley HS,21,3,79,210,Georgia Southern,4,53,0,-1,2,58,58,49,49,50,50,28,28,28,46,46,28,28,66,66,39,39,34,34,26,26,29,29,25,25,42,43,59,49,83,41,4,20,561,91,164,66,97,10,25,57,59,35,12,7,36,50,0
Keishawn,BREWTON,Spartanburg,SC,St. Ignatius College Prep,21,3,74,180,Coastal Carolina,3,4,0,-1,4,41,41,66,66,65,65,70,70,83,43,43,19,19,14,14,30,30,27,27,55,55,49,49,27,27,53,70,66,38,84,42,4,22,576,103,262,47,62,65,175,9,41,18,27,10,38,45,0
Jalen,JOHNSON,Baton Rouge,LA,Southern University Laboratory School,22,2,79,205,Louisiana,4,1,-1,-1,2,51,51,55,55,68,68,46,46,54,47,47,18,18,47,47,45,45,41,41,29,29,28,28,28,28,61,43,49,53,100,47,3,24,825,125,283,85,105,32,112,57,112,16,17,15,45,54,0
Mike,SMITH,Burr Ridge,IL,Fenwick HS,21,3,71,180,Columbia,4,21,0,-1,5,50,50,61,61,68,68,68,68,62,59,59,52,52,10,10,41,41,23,23,52,52,45,45,0,0,88,86,60,39,100,69,4,20,733,140,336,88,113,44,115,9,74,96,29,0,57,26,0
Chris,KNIGHT,Madison,WI,Madison East HS,20,3,79,225,Dartmouth,3,23,0,-1,2,69,69,41,41,34,34,4,4,7,34,34,32,32,51,51,55,55,45,45,32,32,38,38,53,53,35,44,54,60,78,34,5,20,482,112,233,37,66,1,15,36,80,35,18,26,56,48,0
Richmond,ARIRIGUZOH,Ewing,NJ,Trenton Catholic Academy,21,4,81,230,Princeton,4,34,0,-1,1,60,60,45,45,42,42,0,0,0,41,41,29,29,78,78,57,57,44,44,14,14,24,24,41,41,38,39,44,64,86,37,4,18,527,95,153,48,78,0,1,63,89,34,7,12,57,50,0
Jimmy,BOEHEIM,Fayetteville,NY,Jamesville-Dewitt HS,20,3,80,215,Cornell,3,3,0,-1,2,59,59,53,53,56,56,52,52,56,44,44,30,30,33,33,50,50,43,43,32,32,32,32,26,26,74,45,48,57,100,53,5,16,539,109,249,48,66,29,91,23,80,36,14,7,37,24,0
Jaelin,LLEWELLYN,Mississauga,Canada,Virginia Episcopal School,20,2,74,175,Princeton,2,0,0,-1,4,50,50,52,52,58,58,46,46,53,49,49,38,38,11,11,41,41,30,30,39,39,36,36,17,17,79,63,64,44,100,59,5,18,615,88,236,51,72,25,98,8,63,43,16,6,35,28,0
Tamenang,CHOH,Lowell,MA,Brooks School,20,4,77,210,Brown,3,25,0,-1,3,41,41,43,43,43,43,39,39,39,34,34,38,38,46,46,68,68,46,46,26,26,27,27,31,31,53,54,69,63,99,42,5,19,581,91,221,65,104,15,48,38,119,61,9,12,72,44,0
Trevon,ARY-TURNER,Issaquah,WA,Elite Sports Academy,21,3,75,185,Dartmouth,3,4,-1,-1,4,33,33,62,62,35,35,70,70,79,44,44,25,25,8,8,31,31,22,22,29,29,29,29,12,12,41,59,55,39,64,39,4,18,358,39,89,12,22,22,55,1,26,21,4,2,26,36,0
Joseph,SMOYER,Portland,OR,Franklin HS,21,3,83,230,Columbia,4,50,-1,-1,2,44,44,36,36,27,27,0,0,3,45,45,25,25,50,50,50,50,43,43,16,16,27,27,60,60,34,34,49,58,32,37,4,21,227,21,45,7,14,0,2,16,32,17,3,22,17,25,0
Kobe,WEBSTER,Indianapolis,IN,Park Tudor School,20,1,72,160,Western Illinois,3,10,0,-1,5,58,58,56,56,60,60,59,59,56,67,67,48,48,10,10,35,35,22,22,38,38,35,35,7,7,85,80,46,36,100,70,4,21,719,128,311,36,50,35,107,9,63,81,18,3,42,28,0
Stanley,UMUDE,San Antonio,TX,Warren HS,20,3,78,210,South Dakota,3,0,0,-1,4,51,51,62,62,65,65,59,59,51,45,45,32,32,21,21,73,73,55,55,31,31,30,30,57,57,55,66,76,62,99,46,5,26,795,157,336,82,109,30,89,20,145,43,15,37,52,57,0
Tyler,HAGEDORN,Norfolk,NE,Norfolk HS,21,3,82,230,South Dakota,4,25,0,-1,2,64,64,68,68,72,72,78,78,74,49,49,36,36,29,29,64,64,51,51,18,18,21,21,36,36,41,47,59,65,88,43,4,26,774,164,294,104,123,63,112,33,148,50,9,18,43,68,0
Emmanuel,NZEKWESI,Trophy Club,TX,Byron Nelson HS,22,4,80,240,Oral Roberts,4,23,0,-1,2,60,70,49,54,60,60,20,20,17,46,46,15,15,56,66,66,76,54,57,34,39,38,38,40,40,51,44,51,67,75,42,3,18,523,118,207,56,74,4,12,53,128,11,20,13,28,40,0
KJ,ROBINSON,Blue Springs,MO,Blue Springs South HS,21,3,72,190,Omaha,4,5,0,-1,5,38,38,71,71,82,82,83,83,78,64,64,41,41,3,3,26,26,18,18,43,43,39,39,0,0,82,80,46,34,91,67,4,22,680,112,256,56,64,56,120,3,45,55,21,0,42,29,0
JT,GIBSON,Brooklyn Park,MN,Champlin Park HS,23,3,75,195,Omaha,4,0,0,-1,4,38,38,62,62,80,80,60,60,67,48,48,39,39,8,8,28,28,20,20,46,46,41,41,2,2,63,60,52,39,100,52,2,24,814,112,288,56,65,47,147,8,57,58,27,1,50,52,0
